_unit_id,category,category:confidence,image_url
851505503,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/248/56528a86ccc449b0b0c104bb7499347a.jpg.png
851505504,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/254/b2f3920072f4404d8b369971aeeace0c.jpg.png
851505505,houndstooth,0.36,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/267/706b3c5428aa4de2868416bea983741e.jpg.png
851505506,plain,0.6495,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/268/cb5128ef5f544336bf0f7509fb04ba31.jpg.png
851505507,plain,0.6863,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/270/bf0cf4b78141482b83d7b8e089e4d73e.jpg.png
851505508,squares,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/276/c7a001a4d13047d0a3691e997b79115e.jpg.png
851505509,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/283/2cc3e47688384253bd17b8eb3b52a4fb.jpg.png
851505510,animal,0.6731,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/288/17a7e1ccc69f469e9566862da0964d46.jpg.png
851505511,floral,0.6765,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/297/a07181d1ff764b118bb95215afa89ff4.jpg.png
851505512,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/303/88bd02f03ba24fffa8d6518235dcd5c1.jpg.png
851505513,plain,0.6804,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/306/a8cba9514d87402b86ce02256da8c91b.jpg.png
851505514,tribal,0.3359,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/311/a84f0f7fce8547c1afe189927f4a7d98.jpg.png
851505515,polka dot,0.3491,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/316/dbbf786b42c448468f31ab0489a89b4d.jpg.png
851505516,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/320/b1c13c179069450ab173035444f3251b.jpg.png
851505517,geometry,0.6893,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/324/a5d95ddc75014817a33dd90797c35144.jpg.png
851505518,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/326/7a5d870774434c119995dc790af785f8.jpg.png
851505519,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/335/a2c05603fdd2468e8e9ddcdd97129c9a.jpg.png
851505520,cartoon,0.3703,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/341/278db0f772284078b0f7671740989f1c.jpg.png
851505521,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/355/eaf6ce1486af4479bc17b4376bf20116.jpg.png
851505522,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/360/e595150a13274b13ad15d66a582918e0.jpg.png
851505523,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/366/72857d1e05c14e8fbe9b06daf8be99e1.jpg.png
851505524,chevron,0.3585,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/381/40ffa59484e54af78c267df9df1523a9.jpg.png
851505525,chevron,0.6733,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/382/f17b80f065714fd78fda9a6cb52c0057.jpg.png
851505526,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/389/42fa2053b1af4c2cb88379bf56898a8f.jpg.png
851505527,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/393/0db3b776d1b347b9adc25289a46e3b03.jpg.png
851505528,geometry,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/400/1822fb93fce64ba396ece31a0363f330.jpg.png
851505529,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/407/00feea02cd5d45509e6c6c341f0a8748.jpg.png
851505530,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/409/3ee56cacfba742b18fb51d81f58902df.jpg.png
851505531,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/410/d2ae69a30e4f4fa3aaf5b765f6f32e10.jpg.png
851505532,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/411/a4483756a7ad452fa693d8fab551785d.jpg.png
851505533,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/412/20cea3a2006d4ebea8f65c6fef8f3e24.jpg.png
851505534,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/419/4db27516baca43afa3dd01e0948b85c0.jpg.png
851505535,floral,0.6832,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/428/ce0d91212ddd40ba9843791fc8453c65.jpg.png
851505536,floral,0.6729,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/432/f18b7f2211a14cc4b1ffb26976b49a59.jpg.png
851505537,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/433/37ea04b56f8440b6a6f8cfb285c51b7b.jpg.png
851505538,OTHER,0.3564,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/434/7e9672e728f74bbba668fdf84608fddc.jpg.png
851505539,polka dot,0.3408,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/439/ca902f9067d54a51afc3c5aef8f31a6b.jpg.png
851505540,tribal,0.67,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/443/18bf3be51eeb405583119578820bf4a7.jpg.png
851505541,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/445/ce65ce9979ae41518d426cc17a1d2e21.jpg.png
851505542,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/453/45d75c94b3b543da9788fa4779ebff6c.jpg.png
851505543,tribal,0.6869,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/455/fd65a0217b6f4ec782309ee7dfbe5243.jpg.png
851505544,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/456/40a0a5fa5cb641849273fcf9d1faa1c9.jpg.png
851505545,geometry,0.6893,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/457/bd1f9472a30143ac924a4c212d5644b7.jpg.png
851505546,ikat,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/460/7390e8d3b21d4ab2b1132a899c9ae772.jpg.png
851505547,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/465/87eec86762d24e2cb795819cee448bfb.jpg.png
851505548,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/467/4e044ea5da53486a8d38ef1c7dfffe3d.jpg.png
851505549,stripes,0.6275,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/470/fb3c0c30ac77487c82c531aaf6e31664.jpg.png
851505550,squares,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/472/856b8dbd40fb4e3d8002309ccb6c032c.jpg.png
851505551,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/474/f3ca9b43781443ecb8cc5e1a1fa2ceb4.jpg.png
851505552,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/475/b4ecdc1b4fef4e6698447ded12b77312.jpg.png
851505553,ikat,0.3585,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/484/a444eabc2d734a16b0c39b3cc18cdae0.jpg.png
851505554,floral,0.6804,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/488/34705bff6f434290ae89203e2c2567c3.jpg.png
851505555,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/494/f5b695ead9334fbc8db437d9b5d68eb9.jpg.png
851505556,stripes,0.6471,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/496/aeb9d7d2fedc4d198ce82e6e72b3945f.jpg.png
851505557,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/500/35390adb5ea640e0990978cc7356108c.jpg.png
851505558,geometry,0.3434,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/501/553f50cb9dda4d38b1c07c516ed33160.jpg.png
851505559,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/506/e20613869d794df3bf164f0e6860dac4.jpg.png
851505560,cartoon,0.6707,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/513/6b32d358f72b4610a6de3a4e45f53b92.jpg.png
851505561,OTHER,0.6415,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/514/9758c97802a7423c947069708b809c22.jpg.png
851505562,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/520/dc4483c2389f473a926785c531d3bb93.jpg.png
851505563,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/521/a93a6d01c9f34f91a07d89b47f8d78e3.jpg.png
851505564,chevron,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/523/30d45e536d3841739e1ed60503b9e09a.jpg.png
851505565,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/527/1face0d9dae24d769ccf6a703f58946b.jpg.png
851505566,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/532/26e3301323a84a2f9ecc1f05e1522938.jpg.png
851505567,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/535/d70c485b60904a83bd59bb401ebb0968.jpg.png
851505568,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/537/92aef1d16ee54819a33d1c0a2d3d206f.jpg.png
851505569,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/538/ba6b69bd6f4a4f919aafd06ed6007a8e.jpg.png
851505570,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/543/a798fd977a374cdfa5f50eac013f21f7.jpg.png
851505571,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/553/8fa3b9a580774fd09389d7e7c09155c4.jpg.png
851505572,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/557/f31324529ef848d89db17c5656dbb126.jpg.png
851505573,polka dot,0.6832,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/567/faccd0e3ff9146e1b7b3032df8b97cff.jpg.png
851505574,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/570/344a0e848f7845758d7f295971b3f72c.jpg.png
851505575,floral,0.6512,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/572/49e49a4baca244ada16908b4f88f32ea.jpg.png
851505576,floral,0.3529,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/577/e57439953df8468ca76ff99619fd263e.jpg.png
851505577,floral,0.6603,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/579/f7ed708b09d44edcaade273fb0064811.jpg.png
851505578,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/584/25ac37bc2cce4cf8bc0cd2694a437f5a.jpg.png
851505579,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/585/b7eeced6e1cf453c8daca1299022674d.jpg.png
851505580,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/589/feb534bbd14e4c728e2a61ee34faf3e7.jpg.png
851505581,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/591/1400e67af66a42b7ade799824d2201e1.jpg.png
851505582,cartoon,0.3395,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/605/828f99d57f2c4e6d8d7ab6f6abaa2eb7.jpg.png
851505583,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/606/8ada27299d0e4d80a7d476be8601c5cc.jpg.png
851505584,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/607/67ee74090f884d6bb0f7b92acfcae874.jpg.png
851505585,plain,0.6561,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/609/eba4ff2493e24aae8196ecf592822555.jpg.png
851505586,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/620/cbc2f8655a414ddfad8fe4eb0d18f3ac.jpg.png
851505587,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/621/a577c961626a4ee9bcf67ca6c0cbbeea.jpg.png
851505588,stripes,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/626/2fbb74bb29c14cce8c02a4363e9ccb34.jpg.png
851505589,stars,0.6796,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/630/f920c77f294d41989b64c00a997b481e.jpg.png
851505590,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/631/5a9483da098140c4a2ee199dcada8e7b.jpg.png
851505591,cartoon,0.3495,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/640/2dd0120313064d9eada75af713f3b025.jpg.png
851505592,squares,0.6636,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/646/45601194612845ec9309a3a1f79686e3.jpg.png
851505593,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/647/974502ee9ccc49f4a6668263bbd90bbe.jpg.png
851505594,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/648/90c421ce1d5c45cebb61213983079fff.jpg.png
851505595,floral,0.69,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/655/cf457d5e60c642dda675f700fd40f94a.jpg.png
851505596,stripes,0.6584,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/659/eed202e81a2b438bab9f32dc478d890d.jpg.png
851505597,stripes,0.3536,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/668/3e1123a9cfcd4063a5a332e9e6e42a82.jpg.png
851505598,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/670/67734732eb1341bca4c892688efa7202.jpg.png
851505599,geometry,0.6796,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/677/b26a63ba87f54e56a85145d93f262de3.jpg.png
851505600,geometry,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/678/aa435d2eb4954033b3f7017fbcaed86f.jpg.png
851505601,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/680/882a06cb3b0b4c108af2ad40493ae240.jpg.png
851505602,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/681/6964156aeb48479891d70f7948baba4a.jpg.png
851505603,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/683/a5bc50a56e8c4567a07279de64d1fda4.jpg.png
851505604,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/688/1283bfa55f144d27ae2ff743f4d08295.jpg.png
851505605,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/690/6d27520096c44c179ae713d4a767136f.jpg.png
851505606,chevron,0.6857,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/698/728c8391572442c187c2b082a01065da.jpg.png
851505607,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/699/b70a8eb504d14b29bcd928be190f429e.jpg.png
851505608,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/703/9c3644a30e6d4dba86ca9fcb7b00ff1e.jpg.png
851505609,polka dot,0.7129,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/709/41c41aaa060d4dc2a9d600b727bad6e4.jpg.png
851505610,chevron,0.66,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/713/7695c6dc4f5743aca5363cc03a179100.jpg.png
851505611,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/715/e42b3d5af5ca47d687db057a84a5f31e.jpg.png
851505612,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/719/f269776ece6c43618309ca0d9a63b5fb.jpg.png
851505613,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/721/93c293092c0c44faa3a6dfe506c10795.jpg.png
851505614,plain,0.6566,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/722/6e2d6b92d60c44259daab429e3061807.jpg.png
851505615,floral,0.6587,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/724/6925a53e94464ef7a00b756fab7e93ce.jpg.png
851505616,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/731/d1c72442b6844ad4a5e4c6048d7df294.jpg.png
851505617,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/739/4bfbb9c0d24542c48556b66ed1eabc01.jpg.png
851505618,animal,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/742/da444cbeb1d84d518082f2af8d91b13e.jpg.png
851505619,polka dot,0.6697,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/750/1897684150c7442abfaeefc02b6b945b.jpg.png
851505620,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/753/b6fb77d2b31f471ab731693bce282b4e.jpg.png
851505621,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/765/92bd1a8b41a841a189a28c1480403852.jpg.png
851505622,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/768/6ce64b8a6f2249328b4c0934e205a27c.jpg.png
851505623,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/775/f13b5cfd23e6409693d0ccc9136e6ae8.jpg.png
851505624,plain,0.3384,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/782/ec2e3a55780940689b29720dbc90fdbb.jpg.png
851505625,ikat,0.6698,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/787/a8318d325d5047a4b83dbb0a5b73590a.jpg.png
851505626,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/794/61f9fb3cd157459bb50b6ca6688c6478.jpg.png
851505627,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/796/9837dc9f6bc54a93a12c906886908619.jpg.png
851505628,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/799/c78432df980c484c9fbb9a367d37c92a.jpg.png
851505629,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/810/490947c7d133438bb8f36e0007a6c152.jpg.png
851505630,chevron,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/817/9fcb24b4df904c7a8586246fa1d6b045.jpg.png
851505631,tribal,0.6869,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/819/6d8368ff5bdb4b53a6b402db73565c22.jpg.png
851505632,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/827/d0c1541e9a5f4b3ea4aaf2fcf97e470b.jpg.png
851505633,tribal,0.6792,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/831/b7c6e4bbc1ea46cea3fb1953ad20ff88.jpg.png
851505634,polka dot,0.6708,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/832/3a84adbac6434066beea4f3c000c68d9.jpg.png
851505635,OTHER,0.75,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/833/4769382d92bc4febaba5705e9be1164e.jpg.png
851505636,geometry,0.3563,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/834/52cd17bd571a4938a2a24549b88432bd.jpg.png
851505637,OTHER,0.3437,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/835/fcf7be445c274daba2081313fa0ee881.jpg.png
851505638,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/837/812b20f380164cd4836f30519bbf3767.jpg.png
851505639,cartoon,0.7019,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/841/bc4a3f9d8b234f07b324798f677ce07f.jpg.png
851505640,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/849/4f8ea783e93a4c60a04b24ed4ae13bdb.jpg.png
851505641,polka dot,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/850/c3e309787c08421e8560df7806486ded.jpg.png
851505642,cartoon,0.3606,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/853/807b750315cb4286b3f42a1549019121.jpg.png
851505643,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/855/8bfff964fafa4a249f88a373d060d24d.jpg.png
851505644,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/863/64e53530579c470b9171cdabde3dcce6.jpg.png
851505645,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/868/03783396dbe54b9fbf51eff2ef1384dd.jpg.png
851505646,ikat,0.7054,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/871/769db337efc24537aaea61e9abeb435c.jpg.png
851505647,geometry,0.6633,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/877/b71ec72f7ad147708e6c03f7a1ad1e04.jpg.png
851505648,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/878/37f96c77ed5840529ec1b8933e781306.jpg.png
851505649,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/879/ddef1901ee454438806816167de6e718.jpg.png
851505650,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/881/04178ca53e454bbea62425e90fc4b23b.jpg.png
851505651,stripes,0.3402,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/888/cecd019f1847403d80aca554bfee2cd5.jpg.png
851505652,geometry,0.68,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/897/8081b0a7b79b47aca8a152eed0caddc0.jpg.png
851505653,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/908/e24bf33be0ee420a8bebe9d3c356d8c1.jpg.png
851505654,floral,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/915/346c2b72f6f54cdf80e1fbd0ed89a3a9.jpg.png
851505655,tribal,0.65,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/917/b92f39435cf34f41bfdc72807e1bddcd.jpg.png
851505656,chevron,0.3393,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/920/52487b63ad0c470081a0dba8e3e05f79.jpg.png
851505657,OTHER,0.6615,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/927/f0027a9e29ef4350a60fafab5c2c3890.jpg.png
851505658,plain,1,http://s3-eu-west-1.amazonaws.com/we-attributes/dress/930/bc5e24fd38a84571b5f8ab64d6e28eb8.jpg.png
